Game Name,Genre,Platform,Mode,Style,Difficulty,Rating,Release Year,Developer,Graphics Type,Game Length,Multiplayer Type,Popularity Score
Fantasy Kings 902,Racing,Nintendo,Single Player,Battle Royale,Hard,6.6,2016,Valve,Cartoon,Long,Casual,85
Road Fury 903,Shooter,Xbox,Multiplayer,Tactical,Easy,7.1,2020,Capcom,Anime,Short,Competitive,92
Battle Arena 904,Simulation,Xbox,Multiplayer,Story Based,Easy,8.4,2022,Capcom,Realistic,Long,Online Co-op,75
Cyber Quest 905,Survival,PC,Single Player,Tactical,Hard,7.9,2019,Nintendo,Anime,Short,Online Co-op,88
Epic Champions 906,Survival,Xbox,Single Player,Tactical,Easy,9.4,2019,Ubisoft,Anime,Short,Online Co-op,90
Road Fury 907,Racing,Nintendo,Single Player,Tactical,Easy,9.2,2019,CD Projekt,Anime,Short,Competitive,82
Zombie Escape 908,Racing,Mobile,Single Player,Open World,Medium,7.6,2021,Bethesda,Realistic,Short,Online Co-op,86
Survival Zone 909,Action,PC,Single Player,Story Based,Hard,7.4,2022,EA Sports,Realistic,Medium,Casual,92
Pixel Warriors 910,RPG,Xbox,Single Player,Sandbox,Hard,7.8,2017,Bethesda,3D,Medium,Competitive,78
Zombie Escape 911,RPG,PlayStation,Single Player,Story Based,Hard,8.4,2020,CD Projekt,Cartoon,Short,Solo,86
Survival Zone 912,Strategy,PlayStation,Multiplayer,Tactical,Easy,7.4,2019,EA Sports,Cartoon,Long,Competitive,98
Speed Legends 913,Strategy,Mobile,Multiplayer,Sandbox,Easy,8.6,2018,EA Sports,3D,Short,Casual,71
Shadow Strike 914,Simulation,PlayStation,Multiplayer,Simulation,Medium,7.9,2022,Ubisoft,3D,Medium,Solo,88
Dragon Realm 915,Sports,PlayStation,Single Player,Tactical,Medium,8.3,2021,Bethesda,Anime,Long,Competitive,88
Mystic World 916,Racing,Nintendo,Single Player,Battle Royale,Easy,7.9,2022,Capcom,3D,Medium,Online Co-op,93
Speed Legends 917,Shooter,PlayStation,Multiplayer,Story Based,Hard,7.5,2020,Rockstar,Pixel,Medium,LAN,76
Road Fury 918,RPG,Mobile,Single Player,Story Based,Easy,9.6,2021,Bethesda,Cartoon,Long,LAN,91
Dragon Realm 919,Sports,Xbox,Multiplayer,Sandbox,Easy,9.0,2020,Epic Games,3D,Short,Online Co-op,79
Mystic World 920,Sports,PC,Single Player,Open World,Hard,7.0,2022,Epic Games,Pixel,Short,LAN,79
Survival Zone 921,Sports,PC,Multiplayer,Story Based,Hard,9.4,2017,EA Sports,Pixel,Short,LAN,96
Cyber Quest 922,Sports,PC,Single Player,Tactical,Hard,8.1,2020,Rockstar,Pixel,Short,Online Co-op,89
Night Hunter 923,Racing,Xbox,Single Player,Open World,Easy,9.5,2021,Activision,Pixel,Long,Online Co-op,78
Shadow Strike 924,Action,Xbox,Single Player,Open World,Medium,9.1,2021,CD Projekt,Anime,Long,Competitive,86
Hero Clash 925,Simulation,Mobile,Single Player,Simulation,Medium,7.9,2020,Nintendo,Pixel,Long,Competitive,96
Shadow Strike 926,Simulation,PlayStation,Single Player,Battle Royale,Easy,6.6,2025,Rockstar,Anime,Medium,Online Co-op,84
Cyber Quest 927,Racing,Nintendo,Single Player,Open World,Easy,7.4,2022,Nintendo,Anime,Long,Casual,71
Survival Zone 928,Action,PC,Single Player,Story Based,Medium,8.3,2025,Bethesda,Pixel,Short,LAN,99
Dark Odyssey 929,RPG,Nintendo,Multiplayer,Battle Royale,Medium,8.6,2023,Bethesda,Cartoon,Medium,Competitive,73
Survival Zone 930,Survival,Xbox,Single Player,Simulation,Hard,7.4,2022,Nintendo,Pixel,Short,LAN,88
Hero Clash 931,Simulation,Xbox,Single Player,Tactical,Medium,7.0,2020,CD Projekt,Pixel,Short,Solo,86
Survival Zone 932,Racing,PlayStation,Multiplayer,Tactical,Medium,9.3,2016,Rockstar,Pixel,Long,Online Co-op,74
Speed Legends 933,Horror,PlayStation,Single Player,Open World,Medium,9.7,2020,Activision,Cartoon,Long,Casual,76
Speed Legends 934,Action,Mobile,Multiplayer,Battle Royale,Easy,8.2,2025,EA Sports,Realistic,Short,Solo,87
Hero Clash 935,Racing,Xbox,Single Player,Simulation,Medium,7.1,2017,Ubisoft,Realistic,Short,Solo,90
Pixel Warriors 936,Simulation,PC,Single Player,Open World,Easy,7.4,2020,Bethesda,Anime,Medium,Solo,91
Dragon Realm 937,Survival,PlayStation,Single Player,Simulation,Medium,6.6,2020,Epic Games,Anime,Long,Online Co-op,96
Epic Champions 938,Sports,Nintendo,Multiplayer,Battle Royale,Medium,9.5,2017,CD Projekt,Cartoon,Medium,Competitive,76
Zombie Escape 939,Survival,Nintendo,Single Player,Open World,Hard,6.9,2020,Ubisoft,3D,Medium,Online Co-op,86
Zombie Escape 940,Shooter,PlayStation,Single Player,Tactical,Hard,8.4,2019,Activision,Realistic,Medium,Competitive,76
Shadow Strike 941,Racing,Xbox,Multiplayer,Sandbox,Easy,7.4,2016,Valve,Anime,Short,Solo,73
Night Hunter 942,Horror,PlayStation,Single Player,Tactical,Easy,8.3,2018,EA Sports,Realistic,Medium,Solo,77
Speed Legends 943,Action,Xbox,Multiplayer,Story Based,Easy,8.6,2016,Bethesda,Cartoon,Medium,Casual,82
Dragon Realm 944,Simulation,PC,Multiplayer,Battle Royale,Hard,9.2,2020,EA Sports,Cartoon,Short,Competitive,73
Dragon Realm 945,RPG,Mobile,Single Player,Sandbox,Medium,7.2,2019,Ubisoft,3D,Long,Solo,75
Night Hunter 946,Simulation,Mobile,Multiplayer,Sandbox,Medium,6.5,2022,EA Sports,3D,Long,LAN,94
Speed Legends 947,Adventure,PC,Single Player,Open World,Easy,7.0,2020,Valve,Cartoon,Medium,Casual,74
Fantasy Kings 948,Adventure,PlayStation,Single Player,Open World,Hard,9.5,2025,Ubisoft,Anime,Short,Online Co-op,99
Epic Champions 949,Shooter,Nintendo,Single Player,Sandbox,Hard,9.4,2019,Bethesda,Realistic,Long,Casual,81
Battle Arena 950,Simulation,PC,Multiplayer,Sandbox,Hard,8.5,2017,Rockstar,Pixel,Medium,LAN,73
Dragon Realm 951,Strategy,PC,Single Player,Simulation,Hard,8.5,2019,Epic Games,3D,Medium,Competitive,93
Road Fury 952,Adventure,Nintendo,Multiplayer,Story Based,Hard,8.7,2017,Ubisoft,Pixel,Short,Online Co-op,98
Road Fury 953,Strategy,Xbox,Single Player,Sandbox,Medium,7.1,2023,Capcom,Anime,Medium,Online Co-op,78
Shadow Strike 954,Horror,Nintendo,Single Player,Tactical,Medium,9.5,2018,Valve,3D,Long,Competitive,73
Zombie Escape 955,Survival,Nintendo,Single Player,Open World,Easy,7.9,2024,Ubisoft,Pixel,Short,Casual,88
Dragon Realm 956,Sports,Xbox,Multiplayer,Tactical,Easy,7.8,2019,Ubisoft,Anime,Long,Solo,93
Space Raiders 957,Shooter,Nintendo,Single Player,Open World,Hard,8.2,2021,Capcom,Realistic,Long,Casual,83
Battle Arena 958,Adventure,Mobile,Multiplayer,Sandbox,Hard,6.7,2025,Bethesda,Anime,Long,LAN,74
Dragon Realm 959,Survival,Xbox,Multiplayer,Story Based,Easy,7.0,2020,Ubisoft,3D,Medium,Solo,87
Shadow Strike 960,RPG,Xbox,Multiplayer,Story Based,Hard,8.9,2025,Epic Games,Cartoon,Medium,Casual,79
Cyber Quest 961,Adventure,PC,Multiplayer,Open World,Hard,6.8,2016,EA Sports,Realistic,Long,Competitive,94
Battle Arena 962,Sports,Mobile,Multiplayer,Story Based,Easy,8.5,2024,Bethesda,Pixel,Long,LAN,88
Night Hunter 963,Adventure,Xbox,Single Player,Story Based,Medium,7.3,2016,Epic Games,3D,Short,LAN,81
Zombie Escape 964,Simulation,PC,Multiplayer,Simulation,Hard,7.8,2023,Bethesda,Cartoon,Short,LAN,87
Pixel Warriors 965,Horror,Mobile,Multiplayer,Story Based,Medium,7.5,2024,Epic Games,Anime,Medium,Solo,86
Survival Zone 966,Shooter,Mobile,Multiplayer,Battle Royale,Hard,7.7,2024,Valve,Cartoon,Medium,Online Co-op,99
Speed Legends 967,Adventure,PC,Single Player,Story Based,Medium,8.9,2016,Epic Games,3D,Short,Solo,93
Epic Champions 968,Simulation,PlayStation,Single Player,Simulation,Medium,7.5,2017,Nintendo,3D,Long,Casual,80
Space Raiders 969,Survival,PlayStation,Single Player,Open World,Medium,8.4,2016,Epic Games,Cartoon,Medium,Online Co-op,72
Mystic World 970,Horror,Xbox,Single Player,Open World,Hard,8.1,2025,Rockstar,Anime,Long,Casual,92
Dragon Realm 971,Racing,Nintendo,Single Player,Story Based,Medium,8.7,2017,Rockstar,Cartoon,Short,Online Co-op,86
Dragon Realm 972,Action,PlayStation,Multiplayer,Story Based,Medium,9.6,2025,CD Projekt,3D,Medium,Solo,70
Mystic World 973,RPG,PC,Single Player,Simulation,Hard,8.9,2023,Nintendo,3D,Medium,LAN,84
Zombie Escape 974,Action,PlayStation,Single Player,Tactical,Hard,7.2,2020,Nintendo,Pixel,Short,Competitive,97
Cyber Quest 975,Simulation,PC,Multiplayer,Simulation,Hard,6.6,2022,EA Sports,Pixel,Medium,LAN,78
Epic Champions 976,Strategy,Mobile,Multiplayer,Battle Royale,Hard,7.4,2017,Nintendo,Realistic,Short,Solo,84
Night Hunter 977,RPG,Mobile,Single Player,Story Based,Medium,8.5,2023,EA Sports,3D,Medium,Online Co-op,97
Speed Legends 978,RPG,Mobile,Single Player,Open World,Hard,6.7,2021,CD Projekt,Pixel,Short,LAN,93
Speed Legends 979,RPG,Mobile,Multiplayer,Open World,Hard,8.1,2023,CD Projekt,Cartoon,Medium,Solo,97
Battle Arena 980,Horror,PlayStation,Multiplayer,Tactical,Easy,8.5,2016,Valve,Anime,Long,Casual,98
Night Hunter 981,Survival,Xbox,Multiplayer,Story Based,Hard,7.6,2016,Rockstar,Cartoon,Long,Competitive,72
Dark Odyssey 982,Shooter,Xbox,Single Player,Tactical,Medium,9.0,2022,Epic Games,Anime,Long,LAN,91
Hero Clash 983,Action,PC,Multiplayer,Battle Royale,Easy,6.9,2023,Epic Games,Pixel,Medium,Online Co-op,96
Space Raiders 984,Horror,PC,Single Player,Story Based,Hard,6.7,2018,Capcom,Realistic,Medium,Casual,88
Speed Legends 985,Action,Mobile,Single Player,Open World,Medium,8.9,2020,Capcom,Cartoon,Long,Solo,82
Survival Zone 986,Adventure,Xbox,Single Player,Simulation,Hard,8.1,2016,Activision,Cartoon,Long,Competitive,81
Shadow Strike 987,Horror,Nintendo,Multiplayer,Sandbox,Hard,8.8,2022,Bethesda,Cartoon,Short,Online Co-op,89
Hero Clash 988,Action,PlayStation,Multiplayer,Sandbox,Medium,7.9,2020,Valve,Anime,Short,Solo,70
Pixel Warriors 989,Simulation,PC,Multiplayer,Battle Royale,Hard,7.3,2023,Activision,Pixel,Short,Solo,90
Space Raiders 990,Adventure,Mobile,Multiplayer,Battle Royale,Easy,9.2,2023,Activision,Cartoon,Long,LAN,86
Night Hunter 991,Strategy,Nintendo,Multiplayer,Sandbox,Easy,9.1,2024,Ubisoft,Cartoon,Long,LAN,82
Fantasy Kings 992,Horror,Nintendo,Multiplayer,Story Based,Easy,8.8,2022,Ubisoft,Realistic,Long,Online Co-op,70
Road Fury 993,Sports,Nintendo,Multiplayer,Open World,Medium,7.4,2016,Activision,Realistic,Short,Solo,79
Mystic World 994,Strategy,Mobile,Multiplayer,Story Based,Medium,8.4,2018,Nintendo,Pixel,Medium,LAN,84
Night Hunter 995,Shooter,PlayStation,Single Player,Battle Royale,Easy,7.7,2023,Bethesda,Pixel,Long,Competitive,96
Pixel Warriors 996,Simulation,PlayStation,Multiplayer,Story Based,Easy,6.8,2018,Valve,3D,Medium,Competitive,96
Survival Zone 997,Adventure,PC,Single Player,Simulation,Easy,9.5,2023,Activision,Realistic,Medium,Solo,99
Zombie Escape 998,Sports,Xbox,Multiplayer,Tactical,Hard,7.0,2016,Epic Games,3D,Medium,LAN,76
Dragon Realm 999,Survival,Mobile,Multiplayer,Story Based,Easy,9.6,2020,Bethesda,Anime,Short,Online Co-op,97
Space Raiders 1000,Shooter,Mobile,Single Player,Tactical,Easy,8.0,2019,Ubisoft,3D,Medium,Online Co-op,91
